Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
15,,Sat Apr 18 20:40:48 EDT 2020,Client.java,1587256848367,4006,4006,(I R)1(R)1(I R)1(R)1(I R)1(R)1(I R)1(R)18,0.16,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.25,1.0,0.0,[]
16,,Sat Apr 18 20:40:53 EDT 2020,CouplerListener.java,1587256853121,13294,0,(I)16(R)1(I)3(R)1(I)4,0.92,0.0,0.0,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.15384615384615385,1.7692307692307692,0.0,[]
17,,Sat Apr 18 20:41:06 EDT 2020,Client.java,1587256866415,17812,0,(I)18(R)2(I)2(R)1,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,1.3529411764705883,0.0,0.0,0.0,0.0,0.17647058823529413,1.1764705882352942,0.0,[]
18,,Sat Apr 18 20:41:24 EDT 2020,Client.java,1587256884230,6450,6450,(R)3(I)22,0.88,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.5,3.6666666666666665,0.0,[]
19,,Sat Apr 18 20:41:30 EDT 2020,Client.java,1587256890793,6627,6627,(I)4(R)10(I)1(R)10,0.2,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,3.3333333333333335,0.8333333333333334,0.0,[]
20,,Sat Apr 18 20:41:39 EDT 2020,Client.java,1587256899515,6511,6511,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,[]
21,,Sat Apr 18 20:41:49 EDT 2020,Client.java,1587256909782,16615,0,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,[]
22,,Sat Apr 18 20:42:06 EDT 2020,Server.java,1587256926616,43763,0,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,0.5581395348837209,0.0,0.0,0.0,0.0,0.0,0.5581395348837209,0.0,[]
23,,Sat Apr 18 20:42:50 EDT 2020,Server.java,1587256970379,2415,2415,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
24,,Sat Apr 18 20:42:52 EDT 2020,Server.java,1587256972918,5808,5808,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,[]
25,,Sat Apr 18 20:42:58 EDT 2020,Server.java,1587256978726,8049,8049,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,3.125,0.0,[]
26,,Sat Apr 18 20:43:09 EDT 2020,Server.java,1587256989741,2280,2280,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,[]
27,,Sat Apr 18 20:43:12 EDT 2020,Client.java,1587256992035,8244,8244,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,0.0,3.125,0.0,[]
28,,Sat Apr 18 20:43:20 EDT 2020,Client.java,1587257000993,77797,0,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,0.3116883116883117,0.0,0.0,0.0,0.0,0.0,0.3116883116883117,0.0,[]
29,,Sat Apr 18 20:44:38 EDT 2020,Server.java,1587257078795,3590,3590,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,[]
30,,Sat Apr 18 20:44:47 EDT 2020,Client.java,1587257087629,174595,0,(I)20,1.0,0.0,0.0,0.0,0.0,0.0,0.11494252873563218,0.0,0.0,0.0,0.0,0.0,0.11494252873563218,0.0,[]
31,,Sat Apr 18 20:47:42 EDT 2020,Client.java,1587257262424,-8878,-8878,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
32,,Sat Apr 18 20:47:39 EDT 2020,Client.java,1587257259837,16706,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,[]
33,,Sat Apr 18 20:47:57 EDT 2020,ClientGIPC.java,1587257277400,3430,3430,(I)11(R)1(I)5(R)1(I)6(R)1,0.88,0.0,0.0,0.0,0.0,0.0,8.333333333333334,0.0,0.0,0.0,0.0,1.0,7.333333333333333,0.0,[]
34,,Sat Apr 18 20:48:01 EDT 2020,Client.java,1587257281074,77703,0,(I)5(R)1(I)1(R)1(I)2(R)1(I)9,0.85,0.0,0.0,0.0,0.0,0.0,0.2597402597402597,0.0,0.0,0.0,0.0,0.03896103896103896,0.22077922077922077,0.0,[]
35,,Sat Apr 18 20:49:20 EDT 2020,Client.java,1587257360431,40924,0,(I)15(R)1(I)1(R)1(I)1(R)2,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.1,0.425,0.0,[]
36,,Sat Apr 18 20:50:05 EDT 2020,Server.java,1587257405936,55783,0,(I)4(F)1(D)2(F)1(D)2(F)1,0.36363636363636365,36.36363636363637,0.0,27.27272727272727,0.0,0.0,0.2,0.0,0.07272727272727272,0.05454545454545454,0.0,0.0,0.07272727272727272,0.0,[]
37,,Sat Apr 18 20:51:02 EDT 2020,Server.java,1587257462222,27124,0,(D)3,0.0,100.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,[]
38,,Sat Apr 18 20:51:29 EDT 2020,Server.java,1587257489919,26942,0,(D)4,0.0,100.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,1.0,[]
39,,Sat Apr 18 20:51:57 EDT 2020,Server.java,1587257517391,20778,0,(D)4,0.0,100.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,[]
40,,Sat Apr 18 20:52:18 EDT 2020,Server.java,1587257538246,21760,0,(D)4,0.0,100.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,1.0,[]
41,,Sat Apr 18 20:52:40 EDT 2020,Server.java,1587257560514,22678,0,(D)4,0.0,100.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,[]
42,,Sat Apr 18 20:53:03 EDT 2020,Server.java,1587257583380,26670,0,(D)4,0.0,100.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,2.0,[]
43,,Sat Apr 18 20:53:30 EDT 2020,Server.java,1587257610593,14448,0,(D)1,0.0,100.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,[]
44,,Sat Apr 18 20:53:45 EDT 2020,Server.java,1587257625113,14714,0,(D)3,0.0,100.0,0.0,0.0,0.0,0.0,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,[]
45,,Sat Apr 18 20:54:04 EDT 2020,Server.java,1587257644878,862844,0,(D)1(F)1(I)2(F)2(I)1(F)2(I)5(F)2(D)1,0.47058823529411764,11.76470588235294,0.0,41.17647058823529,0.0,0.0,0.019721577726218097,0.0,0.002320185614849188,0.008120649651972157,0.0,0.0,0.009280742459396751,4.0,[1587258409487 108 assignments - Google Drive https://drive.google.com/drive/u/0/folders/1hJ_tboT9MIV8ysoCBgrQua3EUGb7qlTW, 1587258412696 3 6DistributedNonBlockingTrickOTreat.docx - Google Docs https://docs.google.com/document/d/1EvJGhP25XiO8Rb2dbm1uWkWF568WWGLq/edit?dls=true, 1587258415680 114 6DistributedNonBlockingTrickOTreat.docx - Google Docs https://docs.google.com/document/d/1EvJGhP25XiO8Rb2dbm1uWkWF568WWGLq/edit, 1587258412672 2 6DistributedNonBlockingTrickOTreat.docx - Google Docs https://docs.google.com/document/d/1EvJGhP25XiO8Rb2dbm1uWkWF568WWGLq/edit?usp=drive_web&ouid=100439486214344810335&dls=true]
46,,Sat Apr 18 21:08:27 EDT 2020,Server.java,1587258507722,20251,0,(D)9,0.0,100.0,0.0,0.0,0.0,0.0,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.0,[]
47,,Sat Apr 18 21:08:48 EDT 2020,ClientMain.java,1587258528057,165406,0,(D)1(F)4(D)1(I)8,0.5714285714285714,14.285714285714285,0.0,28.57142857142857,0.0,0.0,0.08484848484848485,0.0,0.012121212121212121,0.024242424242424242,0.0,0.0,0.048484848484848485,0.0,[]
48,,Sat Apr 18 21:11:35 EDT 2020,ClientMain.java,1587258695227,50822,0,(R)2(I)5(R)1(D)8(I)1(D)2(F)1,0.3,50.0,0.0,5.0,0.0,0.0,0.4,0.0,0.2,0.02,0.0,0.06,0.12,0.0,[]
49,,Sat Apr 18 21:12:27 EDT 2020,ClientMain.java,1587258747821,12551,0,(D)2,0.0,100.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,[]
50,,Sat Apr 18 21:12:45 EDT 2020,ClientMain.java,1587258765427,27541,0,(D)4,0.0,100.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,[]
51,,Sat Apr 18 21:13:17 EDT 2020,ClientMain.java,1587258797921,13393,0,(D)2,0.0,100.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,[]
52,,Sat Apr 18 21:13:31 EDT 2020,ClientMain.java,1587258811520,22520,0,(D)2,0.0,100.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,[]
53,,Sat Apr 18 21:13:54 EDT 2020,ClientMain.java,1587258834093,22650,0,(D)1(F)1(D)1,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.13636363636363635,0.0,0.09090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,[]
54,,Sat Apr 18 21:14:16 EDT 2020,ClientMain.java,1587258856847,21416,0,(F)1(D)1(F)1(I)1(F)1,0.2,20.0,0.0,60.0,0.0,0.0,0.23809523809523808,0.0,0.047619047619047616,0.14285714285714285,0.0,0.0,0.047619047619047616,1.0,[]
55,,Sat Apr 18 21:14:38 EDT 2020,Client.java,1587258878817,21936,0,(D)1(F)1(I)1(D)1,0.25,50.0,0.0,25.0,0.0,0.0,0.19047619047619047,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,[]
56,,Sat Apr 18 21:15:01 EDT 2020,Client.java,1587258901259,25199,0,(D)2,0.0,100.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,[]
57,,Sat Apr 18 21:15:26 EDT 2020,Server.java,1587258926548,440715,0,(D)2(F)1(R)1(F)1(I)5,0.5,20.0,0.0,20.0,0.0,0.0,0.022727272727272728,0.0,0.004545454545454545,0.004545454545454545,0.0,0.0022727272727272726,0.011363636363636364,2.0,[1587259012116 3 COMP 533 https://piazza.com/class/k55gm6u0c3s3jt?cid=132, 1587259038445 3 COMP 533 https://piazza.com/class/k55gm6u0c3s3jt?cid=138]
58,,Sat Apr 18 21:22:53 EDT 2020,Server.java,1587259373919,19841,0,(I)6(R)2(I)14(R)2(I)1,0.84,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.21052631578947367,1.105263157894737,0.0,[]
59,,Sat Apr 18 21:23:13 EDT 2020,Server.java,1587259393760,20622,0,(I)13(R)1(I)7(F)2(D)1,0.8333333333333334,4.166666666666666,0.0,8.333333333333332,0.0,0.0,1.2,0.0,0.05,0.1,0.0,0.05,1.0,0.0,[]
60,,Sat Apr 18 21:23:34 EDT 2020,Server.java,1587259414382,15151,0,(D)3(F)2(D)1,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.4,0.0,0.26666666666666666,0.13333333333333333,0.0,0.0,0.0,0.0,[]
61,,Sat Apr 18 21:23:49 EDT 2020,Server.java,1587259429605,27272,0,(D)3,0.0,100.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,[]
62,,Sat Apr 18 21:24:16 EDT 2020,Server.java,1587259456942,22942,0,(D)3,0.0,100.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,[]
63,,Sat Apr 18 21:24:43 EDT 2020,Server.java,1587259483840,18369,0,(D)1(F)1(D)1,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.16666666666666666,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.0,[]
64,,Sat Apr 18 21:25:02 EDT 2020,Server.java,1587259502334,22547,0,(D)2,0.0,100.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,[]
65,,Sat Apr 18 21:25:28 EDT 2020,Server.java,1587259528915,18315,0,(D)1,0.0,100.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,[]
66,,Sat Apr 18 21:25:47 EDT 2020,ClientGIPC.java,1587259547285,25891,0,(D)2(F)1(I)1,0.25,50.0,0.0,25.0,0.0,0.0,0.16,0.0,0.08,0.04,0.0,0.0,0.04,0.0,[]
67,,Sat Apr 18 21:26:13 EDT 2020,ClientGIPC.java,1587259573629,24840,0,(D)1(F)1(D)1,0.0,66.66666666666666,0.0,33.33333333333333,0.0,0.0,0.125,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0,[]
68,,Sat Apr 18 21:26:38 EDT 2020,Server.java,1587259598991,74097,0,(D)2(R)1(I)2(F)1(I)2,0.5,25.0,0.0,12.5,0.0,0.0,0.10810810810810811,0.0,0.02702702702702703,0.013513513513513514,0.0,0.013513513513513514,0.05405405405405406,0.0,[]
69,,Sat Apr 18 21:27:53 EDT 2020,Server.java,1587259673154,147941,0,(I)2(D)5(I)2(D)5,0.2857142857142857,71.42857142857143,0.0,0.0,0.0,0.0,0.09523809523809523,0.0,0.06802721088435375,0.0,0.0,0.0,0.027210884353741496,0.0,[]
70,,Sat Apr 18 21:30:21 EDT 2020,Server.java,1587259821316,98447,0,(D)1(F)6,0.0,14.285714285714285,0.0,85.71428571428571,0.0,0.0,0.07142857142857142,0.0,0.01020408163265306,0.061224489795918366,0.0,0.0,0.0,0.0,[]
71,,Sat Apr 18 21:33:42 EDT 2020,Server.java,1587260022016,368012,0,(I)14(F)2(I)3,0.8947368421052632,0.0,0.0,10.526315789473683,0.0,0.0,0.051630434782608696,0.0,0.0,0.005434782608695652,0.0,0.0,0.04619565217391304,0.0,[]
72,,Sat Apr 18 21:39:53 EDT 2020,Server.java,1587260393213,749155,0,(I)13,1.0,0.0,0.0,0.0,0.0,0.0,0.017356475300400534,0.0,0.0,0.0,0.0,0.0,0.017356475300400534,0.0,[]
73,,Sat Apr 18 21:52:23 EDT 2020,Server.java,1587261143199,26560,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,[]
74,,Sat Apr 18 21:52:49 EDT 2020,Server.java,1587261169759,65960,0,(I)5(D)10(F)1,0.3125,62.5,0.0,6.25,0.0,0.0,0.24615384615384617,0.0,0.15384615384615385,0.015384615384615385,0.0,0.0,0.07692307692307693,0.0,[]
75,,Sat Apr 18 21:53:55 EDT 2020,Server.java,1587261235820,46790,0,(D)3(F)1(I)2(R)2,0.25,37.5,0.0,12.5,0.0,0.0,0.17391304347826086,0.0,0.06521739130434782,0.021739130434782608,0.0,0.043478260869565216,0.043478260869565216,0.0,[]
76,,Sat Apr 18 21:54:42 EDT 2020,Server.java,1587261282908,14488,0,(R)2(I)2(R)4(I)2(R)2(I R)1(I)2(R)4(I)2(R)4,0.36,0.0,0.0,0.0,0.0,0.0,1.7857142857142858,0.0,0.0,0.0,0.0,1.2142857142857142,0.6428571428571429,0.0,[]
77,,Sat Apr 18 21:54:57 EDT 2020,Client.java,1587261297952,-9039,-9039,(I)2(R)4(I)11(R)8,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
78,,Sat Apr 18 21:54:57 EDT 2020,Client.java,1587261297243,491280,0,(R)4(I)8(F)2(I)5,0.6842105263157895,0.0,0.0,10.526315789473683,0.0,0.0,0.038696537678207736,0.0,0.0,0.004073319755600814,0.0,0.008146639511201629,0.026476578411405296,0.0,[]
79,,Sat Apr 18 22:03:08 EDT 2020,Client.java,1587261788460,165352,0,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,0.14545454545454545,0.0,0.0,0.0,0.0,0.0,0.14545454545454545,0.0,[]
80,,Sat Apr 18 22:05:53 EDT 2020,Client.java,1587261953812,1942,1942,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,[]
81,,Sat Apr 18 22:05:56 EDT 2020,ClientGIPC.java,1587261956198,43160,0,(R)6(I)3(R)3(I)10(R)3,0.52,0.0,0.0,0.0,0.0,0.0,0.5813953488372093,0.0,0.0,0.0,0.0,0.27906976744186046,0.3023255813953488,0.0,[]
82,,Sat Apr 18 22:06:37 EDT 2020,ClientGIPC.java,1587261997376,12414,0,(I)8(R)6(I)2(R)2(I)6,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,[]
83,,Sat Apr 18 22:06:50 EDT 2020,ClientGIPC.java,1587262010363,30817,0,(I)14(I R)1(I)2(R)1(I R)1(I)1(R)3(I)2,0.84,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.2,0.7,0.0,[]
84,,Sat Apr 18 22:07:21 EDT 2020,ClientGIPC.java,1587262041792,4094,4094,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,[]
85,,Sat Apr 18 22:07:25 EDT 2020,Server.java,1587262045958,766236,0,(I)13(F)2(I)4,0.8947368421052632,0.0,0.0,10.526315789473683,0.0,0.0,0.024804177545691905,0.0,0.0,0.0026109660574412533,0.0,0.0,0.022193211488250653,5.0,[]
86,,Sat Apr 18 22:20:26 EDT 2020,Server.java,1587262826776,251496,0,(I)17,1.0,0.0,0.0,0.0,0.0,0.0,0.06772908366533864,0.0,0.0,0.0,0.0,0.0,0.06772908366533864,0.0,[]
87,,Sat Apr 18 22:24:39 EDT 2020,Server.java,1587263079392,51136,0,(I)5(R)5(I)2(R)2(I)2(R)2(F)4(I)1,0.43478260869565216,0.0,0.0,17.391304347826086,0.0,0.0,0.45098039215686275,0.0,0.0,0.0784313725490196,0.0,0.17647058823529413,0.19607843137254902,0.0,[]
88,,Sat Apr 18 22:25:30 EDT 2020,Server.java,1587263130528,207192,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.12077294685990338,0.0,0.0,0.0,0.0,0.0,0.12077294685990338,0.0,[]
89,,Sat Apr 18 22:28:58 EDT 2020,ClientGIPC.java,1587263338423,81616,0,(I)12(R)3(I)10,0.88,0.0,0.0,0.0,0.0,0.0,0.30864197530864196,0.0,0.0,0.0,0.0,0.037037037037037035,0.2716049382716049,0.0,[]
90,,Sat Apr 18 22:30:20 EDT 2020,ClientGIPC.java,1587263420289,226782,0,(I)5(R)1(I)16(R)1(I)1,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.10619469026548672,0.0,0.0,0.0,0.0,0.008849557522123894,0.09734513274336283,0.0,[]
91,,Sat Apr 18 22:34:09 EDT 2020,ClientGIPC.java,1587263649916,168196,0,(R)1(I)24,0.96,0.0,0.0,0.0,0.0,0.0,0.1488095238095238,0.0,0.0,0.0,0.0,0.005952380952380952,0.14285714285714285,0.0,[]
92,,Sat Apr 18 22:36:58 EDT 2020,ClientGIPC.java,1587263818512,103688,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.24271844660194175,0.0,0.0,0.0,0.0,0.0,0.24271844660194175,0.0,[]
93,,Sat Apr 18 22:38:42 EDT 2020,ClientGIPC.java,1587263922560,128024,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,0.1953125,0.0,0.0,0.0,0.0,0.0,0.1953125,0.0,[]
94,,Sat Apr 18 22:41:04 EDT 2020,Server.java,1587264064320,79376,0,(I)1(F)2(R)1(I)4(F)2(I)14,0.7916666666666666,0.0,0.0,16.666666666666664,0.0,0.0,0.3037974683544304,0.0,0.0,0.05063291139240506,0.0,0.012658227848101266,0.24050632911392406,0.0,[]
